X,SPECIES,Order,Clade,Clade_new
1350,Acanthaceae_Acanthus_spp,Lamiales,Acanthoideae,Acanthoideae
1354,Acanthaceae_Avicennia_bicolor,Lamiales,Avicennioideae,Avicennioideae
1353,Acanthaceae_Avicennia_marina,Lamiales,Avicennioideae,Avicennioideae
1351,Acanthaceae_Barleria_spp,Lamiales,Acanthoideae,Acanthoideae
1348,Acanthaceae_Elytraria_spp,Lamiales,Nelsonioideae,Nelsonioideae
1352,Acanthaceae_Justicia_spp,Lamiales,Acanthoideae,Acanthoideae
1356,Acanthaceae_Mendoncia_spp,Lamiales,Thunbergioideae,Thunbergioideae
1347,Acanthaceae_Nelsonia_spp,Lamiales,Nelsonioideae,Nelsonioideae
1349,Acanthaceae_Staurogyne_spp,Lamiales,Nelsonioideae,Nelsonioideae
1355,Acanthaceae_Thunbergia_spp,Lamiales,Thunbergioideae,Thunbergioideae
764,Achariaceae_Acharia_tragodes,Malpighiales,NA,
770,Achariaceae_Erythrospermum_phytolaccoides,Malpighiales,NA,
766,Achariaceae_Hydnocarpus_spp,Malpighiales,NA,
763,Achariaceae_Kiggelaria_spp,Malpighiales,NA,
765,Achariaceae_Pangium_edule,Malpighiales,NA,
1701,Achatocarpaceae_Achatocarpus_praecox,Caryophyllales,NA,
1702,Achatocarpaceae_Phaulothamnus_spinescens,Caryophyllales,NA,
8,Acoraceae_Acorus_calamus,Acorales,NA,
9,Acoraceae_Acorus_gramineus,Acorales,NA,
1552,Actinidiaceae_Actinidia_spp,Ericales,NA,
1551,Actinidiaceae_Clematoclethra_spp,Ericales,NA,
1550,Actinidiaceae_Saurauia_spp,Ericales,NA,
1171,Adoxaceae_Adoxa_moschatellina,Dipsacales,Adoxeae,
1174,Adoxaceae_Sambucus_spp,Dipsacales,Adoxeae,
1173,Adoxaceae_Sinadoxa_corydalifolia,Dipsacales,Adoxeae,
1172,Adoxaceae_Tetradoxa_omeiensis,Dipsacales,Adoxeae,
1170,Adoxaceae_Viburnum_spp,Dipsacales,Viburnae,
1037,Aextoxicaceae_Aextoxicon_punctatum,Berberidopsidales,NA,
77,Afrothismieae_Afrothismia_gesnerioides,Dioscoreales,NA,
78,Afrothismieae_Afrothismia_winkleri,Dioscoreales,NA,
1618,Aizoaceae_Carpanthea_pomeridiana,Caryophyllales,Ruschioideae,Ruschioideae
1619,Aizoaceae_Conicosia_pugioniformis,Caryophyllales,Ruschioideae,Ruschioideae
1621,Aizoaceae_Delosperma_spp,Caryophyllales,Ruschioideae,Ruschioideae
1616,Aizoaceae_Galenia_spp,Caryophyllales,Aizooideae,Aizooideae
1620,Aizoaceae_Lampranthus_spp,Caryophyllales,Ruschioideae,Ruschioideae
1622,Aizoaceae_Mesembryanthemum_crystallinum,Caryophyllales,Mesembryanthemoideae,Mesembryanthemoideae
1623,Aizoaceae_Psilocaulon_parviflorum,Caryophyllales,Mesembryanthemoideae,Mesembryanthemoideae
1614,Aizoaceae_Sesuvium_portulacastrum,Caryophyllales,Sesuvioideae,Sesuvioideae
1617,Aizoaceae_Tetragonia_tetragonoides,Caryophyllales,Aizooideae,Aizooideae
1615,Aizoaceae_Trianthema_portulacastrum,Caryophyllales,Sesuvioideae,Sesuvioideae
598,Akaniaceae_Akania_bidwillii,Brassicales,NA,
599,Akaniaceae_Bretschneidera_sinensis,Brassicales,NA,
38,Alismataceae_Alisma_spp,Alismatales,Alismae,Alismae
40,Alismataceae_Hydrocleys_nymphoides,Alismatales,Limnocharitaceae,Limnocharitaceae
39,Alismataceae_Limnocharis_flava,Alismatales,Limnocharitaceae,Limnocharitaceae
41,Alismataceae_Sagittaria_spp,Alismatales,Echinodoreae,Echinodoreae
1084,Alseuosmiaceae_Alseuosmia_spp,Asterales,NA,
1083,Alseuosmiaceae_Crispiloba_disperma,Asterales,NA,
1082,Alseuosmiaceae_Platyspermation_crasifolium,Asterales,NA,
1085,Alseuosmiaceae_Wittsteinia_spp,Asterales,NA,
364,Alstroemeriaceae_Alstroemeria_spp,Liliales,Alstroemerieae,
363,Alstroemeriaceae_Bomarea_spp,Liliales,Alstroemerieae,
362,Alstroemeriaceae_Drymophila_spp,Liliales,Luzuriageae,
361,Alstroemeriaceae_Luzuriaga_radicans,Liliales,Luzuriageae,
471,Altingiaceae_Altingia_spp,Saxifragales,NA,
472,Altingiaceae_Liquidambar_styraciflua,Saxifragales,NA,
522,Alzateaceae_Alzatea_verticillata,Myrtales,NA,
1708,Amaranthaceae_Achyranthes_aspera,Caryophyllales,Achyranthoideae,Amaranthoideae
1712,Amaranthaceae_Acroglochin_persicarioides,Caryophyllales,Betoideae,Betoideae
1707,Amaranthaceae_Aerva_spp,Caryophyllales,Arveoideae,Amaranthoideae
1716,Amaranthaceae_Agriophyllum_squarrosum,Caryophyllales,Corispermoideae,Corispermoideae
1721,Amaranthaceae_Allenrolfea_spp,Caryophyllales,Salicornioideae,Salicornioideae
1704,Amaranthaceae_Amaranthus_spp,Caryophyllales,Amaranthoideae,Amaranthoideae
1729,Amaranthaceae_Bassia_spp,Caryophyllales,Camphorosmoideae,Camphorosmoideae
1718,Amaranthaceae_Beta_vulgaris,Caryophyllales,Betoideae,Betoideae
1720,Amaranthaceae_Bienertia_spp,Caryophyllales,Suaedoideae,Suaedoideae
1703,Amaranthaceae_Celosia_spp,Caryophyllales,Gomphrenoideae,Amaranthoideae
1705,Amaranthaceae_Chamissoa_altissima,Caryophyllales,Amaranthoideae,Amaranthoideae
1713,Amaranthaceae_Chenopodium_spp,Caryophyllales,Chenopodioideae,Chenopodioideae
1715,Amaranthaceae_Corispermum_spp,Caryophyllales,Corispermoideae,Corispermoideae
1709,Amaranthaceae_Gomphrena_spp,Caryophyllales,Gomphrenoideae,Amaranthoideae
1717,Amaranthaceae_Hablitzia_tamnoides,Caryophyllales,Betoideae,Betoideae
1725,Amaranthaceae_Halocnemum_strobilaceum,Caryophyllales,Salicornioideae,Salicornioideae
1724,Amaranthaceae_Halopeplis_spp,Caryophyllales,Salicornioideae,Salicornioideae
1723,Amaranthaceae_Halostachys_spp,Caryophyllales,Salicornioideae,Salicornioideae
1733,Amaranthaceae_Haloxylon_ammodendron,Caryophyllales,Salsoloideae S.L.,Salsoloideae
1726,Amaranthaceae_Kalidium_spp,Caryophyllales,Salicornioideae,Salicornioideae
1710,Amaranthaceae_Nitrophila_occidentalis,Caryophyllales,Polycnemoideae,Polycnemoideae
1711,Amaranthaceae_Polycnemum_spp,Caryophyllales,Polycnemoideae,Polycnemoideae
1706,Amaranthaceae_Ptilotus_manglesii,Caryophyllales,Achyranthoideae,Amaranthoideae
1722,Amaranthaceae_Salicornia_spp,Caryophyllales,Salicornioideae,Salicornioideae
1731,Amaranthaceae_Salsola_canescens,Caryophyllales,Salsoloideae S.L.,Salsoloideae
1727,Amaranthaceae_Salsola_genistoides,Caryophyllales,Salsoloideae S.L.,Salsoloideae
1732,Amaranthaceae_Salsola_kali,Caryophyllales,Salsoloideae S.L.,Salsoloideae
1728,Amaranthaceae_Sclerolaena_spp,Caryophyllales,Camphorosmoideae,Camphorosmoideae
1714,Amaranthaceae_Spinacia_oleracea,Caryophyllales,Chenopodioideae,Chenopodioideae
1730,Amaranthaceae_Spirobassia_hirsuta,Caryophyllales,Camphorosmoideae,Camphorosmoideae
1719,Amaranthaceae_Suaeda_spp,Caryophyllales,Suaedoideae,Suaedoideae
322,Amaryllidaceae_Agapanthus_spp,Asparagales,Agapanthoideae,Agapanthoideae
324,Amaryllidaceae_Allium_spp,Asparagales,Allioideae,Allioideae
323,Amaryllidaceae_Crinum_spp,Asparagales,Amaryllidoideae,Amaryllidoideae
325,Amaryllidaceae_Nothoscordum_spp,Asparagales,Allioideae,Allioideae
7,Amborellaceae_Amborella_trichopoda,Amborellales,NA,
1665,Anacampserotaceae_Anacampseros_spp,Caryophyllales,NA,
1664,Anacampserotaceae_Talinopsis_frutescens,Caryophyllales,NA,
692,Anacardiaceae_Rhus_spp,Sapindales,Anacardioideae,
693,Anacardiaceae_Schinus_molle,Sapindales,Anacardioideae,
694,Anacardiaceae_Spondias_spp,Sapindales,Spondiaceae,
1584,Ancistrocladaceae_Ancistrocladus_abbreviatus,Caryophyllales,NA,
1583,Ancistrocladaceae_Ancistrocladus_korupensis,Caryophyllales,NA,
1585,Ancistrocladaceae_Ancistrocladus_tectorius,Caryophyllales,NA,
956,Anisophylleaceae_Anisophyllea_fallax,Cucurbitales,NA,
957,Anisophylleaceae_Combretocarpus_rotundatus,Cucurbitales,NA,
416,Annonaceae_Ambavia_gerrardii,Magnoliales,Ambavioideae,Ambavioideae
414,Annonaceae_Anaxagorea_spp,Magnoliales,Anaxagoreoideae,Anaxagoreoideae
419,Annonaceae_Annickia_chlorantha,Magnoliales,Malmeoideae,Malmeoideae
423,Annonaceae_Annona_spp,Magnoliales,Annonoideae,Annonoideae
424,Annonaceae_Asimina_triloba,Magnoliales,Annonoideae,Annonoideae
415,Annonaceae_Cananga_odorata,Magnoliales,Ambavioideae,Ambavioideae
421,Annonaceae_Greenwayodendron_oliveri,Magnoliales,Malmeoideae,Malmeoideae
417,Annonaceae_Miliusa_cuneta,Magnoliales,Malmeoideae,Malmeoideae
422,Annonaceae_Mkilua_fragans,Magnoliales,Annonoideae,Annonoideae
420,Annonaceae_Piptostigma_spp,Magnoliales,Malmeoideae,Malmeoideae
418,Annonaceae_Polyalthia_suberosa,Magnoliales,Malmeoideae,Malmeoideae
478,Aphanopetalaceae_Aphanopetalum_clematideum,Saxifragales,NA,
477,Aphanopetalaceae_Aphanopetalum_resinosum,Saxifragales,NA,
543,Aphloiaceae_Aphloia_theiformis,Crossosomatales,NA,
542,Aphloiaceae_Aphloia_theiformis635,Crossosomatales,NA,
1164,Apiaceae_Actinotus_helianthi,Apiales,Mackinlayoideae,Mackinlayoideae
1161,Apiaceae_Anethum_graveolens,Apiales,Apioideae,Apioideae
1162,Apiaceae_Angelica_spp,Apiales,Apioideae,Apioideae
1166,Apiaceae_Apiopetalum_velutinum,Apiales,Mackinlayoideae,Mackinlayoideae
1160,Apiaceae_Apium_graveolens,Apiales,Apioideae,Apioideae
1154,Apiaceae_Arctopus_spp,Apiales,Saniculoideae,Saniculoideae
1152,Apiaceae_Azorella_spp,Apiales,Azorelloideae,Azorelloideae
1151,Apiaceae_Bowlesia_spp,Apiales,Azorelloideae,Azorelloideae
1163,Apiaceae_Coriandrum_sativum,Apiales,Apioideae,Apioideae
1159,Apiaceae_Daucus_carota,Apiales,Apioideae,Apioideae
1153,Apiaceae_Eremocharis_fruticosa,Apiales,Azorelloideae,Azorelloideae
1156,Apiaceae_Hermas_villosa,Apiales,HERMEAE,Hermae
1158,Apiaceae_Heteromorpha_arborescens,Apiales,Apioideae,Apioideae
1157,Apiaceae_Klotzschia_brasiliensis,Apiales,KlotzschiEAE,Klotzschieae
1165,Apiaceae_Mackinlaya_spp,Apiales,Mackinlayoideae,Mackinlayoideae
1167,Apiaceae_Platysace_lanceolata,Apiales,Platysace,Platysace
1155,Apiaceae_Sanicula_spp,Apiales,Saniculoideae,Saniculoideae
1431,Apocynaceae_Alstonia_scholaris,Gentianales,ALSTONIEAE,Alstonieae
1437,Apocynaceae_Amsonia_spp,Gentianales,APSA-MELODINEAE,APSA
1435,Apocynaceae_Asclepias_albicans,Gentianales,APSA-MELODINEAE,APSA
1428,Apocynaceae_Aspidosperma_spp,Gentianales,ASPIDOSPERMATEAE,Aspidospermateae
1438,Apocynaceae_Cataranthus_spp,Gentianales,RAUVOLFIOIDEAE S. STR.,Rauvolfioideae
1430,Apocynaceae_Dyera_costulata,Gentianales,ALSTONIEAE,Alstonieae
1429,Apocynaceae_Haplophyton_crooksii,Gentianales,ASPIDOSPERMATEAE,Aspidospermateae
1439,Apocynaceae_Kopsia_spp,Gentianales,RAUVOLFIOIDEAE S. STR.,Rauvolfioideae
1433,Apocynaceae_Nerium_oleander,Gentianales,APSA-MELODINEAE,APSA
1434,Apocynaceae_Periploca_spp,Gentianales,APSA-MELODINEAE,APSA
1436,Apocynaceae_Secamone_spp,Gentianales,APSA-MELODINEAE,APSA
1432,Apocynaceae_Tabernaemontana_spp,Gentianales,RAUVOLFIOIDEAE S. STR.,Rauvolfioideae
708,Apodanthaceae_Apodanthes_caseariae,Cucurbitales,NA,
716,Apodanthaceae_Pilostyles_aethiopica,Cucurbitales,NA,
709,Apodanthaceae_Pilostyles_berteroi,Cucurbitales,NA,
711,Apodanthaceae_Pilostyles_blanchetii,Cucurbitales,NA,
715,Apodanthaceae_Pilostyles_coccoidea,Cucurbitales,NA,
714,Apodanthaceae_Pilostyles_collina,Cucurbitales,NA,
713,Apodanthaceae_Pilostyles_hamiltonii,Cucurbitales,NA,
717,Apodanthaceae_Pilostyles_haussknechtii,Cucurbitales,NA,
710,Apodanthaceae_Pilostyles_mexicana,Cucurbitales,NA,
712,Apodanthaceae_Pilostyles_thurberi,Cucurbitales,NA,
58,Aponogetonaceae_Aponogeton_dystachyos,Alismatales,NA,
60,Aponogetonaceae_Aponogeton_hexatepalus,Alismatales,NA,
59,Aponogetonaceae_Aponogeton_spp,Alismatales,NA,
1771,Aptandraceae_Aptandra_tubicina,Santalales,NA,
1770,Aptandraceae_Phanerodiscus_capuronii,Santalales,NA,
1222,Aquifoliaceae_Ilex_amara,Aquifoliales,NA,
1224,Aquifoliaceae_Ilex_argentina,Aquifoliales,NA,
1225,Aquifoliaceae_Ilex_brasiliensis,Aquifoliales,NA,
1221,Aquifoliaceae_Ilex_cornuta,Aquifoliales,NA,
1223,Aquifoliaceae_Ilex_dumosa,Aquifoliales,NA,
1227,Aquifoliaceae_Ilex_opaca,Aquifoliales,NA,
1226,Aquifoliaceae_Ilex_theezans,Aquifoliales,NA,
21,Araceae_Anthurium_spp,Alismatales,Pothoideae,Pothoideae
26,Araceae_Anubias_barteri,Alismatales,Aroideae,Aroideae
29,Araceae_Arum_spp,Alismatales,Aroideae,Aroideae
31,Araceae_Callopsis_volkensii,Alismatales,Aroideae,Aroideae
27,Araceae_Culcasia_liberica,Alismatales,Aroideae,Aroideae
23,Araceae_Dracontioides_desciscens,Alismatales,Lasioideae,Lasioideae
17,Araceae_Epipremnum_spp,Alismatales,Monsteroideae,Monsteroideae
30,Araceae_Gonatopus_angustus,Alismatales,Zamioculcadoideae,Zamioculcadoideae
12,Araceae_Gymnostachys_anceps,Alismatales,Gymnostachydoideae,Gymnostachydoideae
19,Araceae_Heteropsis_oblingifolia,Alismatales,Monsteroideae,Monsteroideae
24,Araceae_Lasia_spinosa,Alismatales,Lasioideae,Lasioideae
15,Araceae_Lemna_spp,Alismatales,Lemnoiseae,Lemnoideae
13,Araceae_Orontium_aquaticum,Alismatales,Orontioideae,Orontioideae
28,Araceae_Philodendron_spp,Alismatales,Aroideae,Aroideae
20,Araceae_Pothoidium_lobbianum,Alismatales,Pothoideae,Pothoideae
18,Araceae_Spathiphyllum_wallisii,Alismatales,Monsteroideae,Monsteroideae
16,Araceae_Spirodela_polyrrhiza,Alismatales,Lemnoiseae,Lemnoideae
25,Araceae_Stylochaeton_bogneri,Alismatales,Zamioculcadoideae,Zamioculcadoideae
14,Araceae_Symplocarpus_foetidus,Alismatales,Orontioideae,Orontioideae
22,Araceae_Urospatha_sagittifolia,Alismatales,Lasioideae,Lasioideae
32,Araceae_Xanthosoma_spp,Alismatales,Aroideae,Aroideae
1142,Araliaceae_Aralia_spinosa,Apiales,Aralioideae,Aralioideae
1146,Araliaceae_Cussonia_spicata,Apiales,Aralioideae,Aralioideae
1149,Araliaceae_Harmsiopanax_spp,Apiales,Hydrocotyloideae-HARMSIOPANAX,Harmsiopanax
1144,Araliaceae_Hedera_helix,Apiales,Aralioideae,Aralioideae
1150,Araliaceae_Hydrocotyle_spp,Apiales,Hydrocotyloideae-HARMSIOPANAX,Hydrocotyloideae
1141,Araliaceae_Panax_spp,Apiales,Aralioideae,Aralioideae
1143,Araliaceae_Polyscias_guilfoylei,Apiales,Aralioideae,Aralioideae
1148,Araliaceae_Pseudopanax_spp,Apiales,Aralioideae,Aralioideae
1140,Araliaceae_Schefflera_spp,Apiales,Aralioideae,Aralioideae
1145,Araliaceae_Tetrapanax_papyrifer,Apiales,Aralioideae,Aralioideae
1147,Araliaceae_Tetraplasandra_spp,Apiales,Aralioideae,Aralioideae
94,Arecaceae_Calamus_spp,Arecales,Calamoideae,Calamoideae
99,Arecaceae_Caryota_mitis,Arecales,Coryphoideae,Caryoteae
103,Arecaceae_Ceroxylon_spp,Arecales,Ceroxyloideae,Ceroxyloideae
100,Arecaceae_Chamaedorea_spp,Arecales,Arecoideae,Arecoideae
101,Arecaceae_Elaeis_spp,Arecales,Arecoideae,Arecoideae
93,Arecaceae_Eugeissona_tritis,Arecales,Calamoideae,Calamoideae
104,Arecaceae_Iriartea_spp,Arecales,Arecoideae,Arecoideae
95,Arecaceae_Nypa_fruticans,Arecales,Nypoideae,Nypoideae
97,Arecaceae_Phoenix_dactylifera,Arecales,Coryphoideae,Coryphoideae
102,Arecaceae_Pseudophoenix_vinifera,Arecales,Ceroxyloideae,Ceroxyloideae
98,Arecaceae_Sabal_spp,Arecales,Coryphoideae,Coryphoideae
96,Arecaceae_Trachycarpus_fortunei,Arecales,Coryphoideae,Coryphoideae
1090,Argophyllaceae_Argophyllum_spp,Asterales,NA,
1089,Argophyllaceae_Corokia_cotoneaster,Asterales,NA,
445,Aristolochiaceae_Aristolochia_spp,Piperales,Aristolochioideae,Aristolochioideae
440,Aristolochiaceae_Asarum_spp,Piperales,Asaroideae,Asaroideae
443,Aristolochiaceae_Hydnora_africana,Piperales,Hydnoroideae,Hydnoroideae
441,Aristolochiaceae_Lactoris_fernandeziana,Piperales,LACTORIAEA,Lactoris
442,Aristolochiaceae_Prosopanche_americana,Piperales,Hydnoroideae,Hydnoroideae
439,Aristolochiaceae_Saruma_henryi,Piperales,Asaroideae,Asaroideae
444,Aristolochiaceae_Thottea_tomentosa,Piperales,Aristolochioideae,Aristolochioideae
337,Asparagaceae_Agave_spp,Asparagales,Agavoideae,Agavoideae
336,Asparagaceae_Anemarrhena_asphodeloides,Asparagales,Agavoideae,Agavoideae
339,Asparagaceae_Aphyllanthes_monspeliensis,Asparagales,Aphyllanthoideae,Aphyllanthoideae
326,Asparagaceae_Asparagus_spp,Asparagales,Asparagoideae,Asparagoideae
328,Asparagaceae_Beaucarnea_spp,Asparagales,Nolinoideae,Nolinoideae
333,Asparagaceae_Brodiaeae_californica,Asparagales,Brodiaeoideae,Brodiaeoideae
330,Asparagaceae_Cordyline_australis,Asparagales,Lomandroideae,Lomandroideae
329,Asparagaceae_Eriospermum_spp,Asparagales,Nolinoideae,Nolinoideae
327,Asparagaceae_Hemiphylacus_alatostylus,Asparagales,Asparagoideae,Asparagoideae
331,Asparagaceae_Lomandra_spp,Asparagales,Lomandroideae,Lomandroideae
332,Asparagaceae_Milla_biflora,Asparagales,Brodiaeoideae,Brodiaeoideae
335,Asparagaceae_Ornithogalum_spp,Asparagales,Scilloideae,Scilloideae
334,Asparagaceae_Oziroe_biflora,Asparagales,Scilloideae,Scilloideae
338,Asparagaceae_Yucca_spp,Asparagales,Agavoideae,Agavoideae
321,Asphodelaceae_Bulbine_spp,Asparagales,Asphodeloideae,Asphodeloideae
319,Asphodelaceae_Dianella_spp,Asparagales,Hemerocallidoideae,Hemerocallidoideae
318,Asphodelaceae_Hemerocallis_spp,Asparagales,Hemerocallidoideae,Hemerocallidoideae
320,Asphodelaceae_Xanthorrhoea_spp,Asparagales,Xanthorrhoeoideae,Xanthorrhoeoideae
292,Asteliaceae_Astelia_alpina,Asparagales,NA,
293,Asteliaceae_Milligania_stylosa,Asparagales,NA,
1115,Asteraceae_Ainsliaea_acerifolia,Asterales,Pertyoideae,Pertyoideae
1103,Asteraceae_Barnadesia_spp,Asterales,Barnadesioideae,Barnadesioideae
1106,Asteraceae_Brachyglottis_greyi,Asterales,Asteroideae,Asteroideae
1102,Asteraceae_Chuquiraga_spp,Asterales,Barnadesioideae,Barnadesioideae
1113,Asteraceae_Cichorium_intybus,Asterales,Cichorioideae,Cichorioideae
1123,Asteraceae_Cnicothamnus_lorentzii,Asterales,Gochnatioideae,Gochnatioideae
1105,Asteraceae_Corymbium_spp,Asterales,Corymbioideae,Corymbioideae
1119,Asteraceae_Cyclolepis_genistoides,Asterales,Gochnatioideae,Gochnatioideae
1118,Asteraceae_Echinops_spp,Asterales,Carduoideae,Carduoideae
1128,Asteraceae_Famatinanthus_decussatus,Asterales,Famatinanthoideae,Famatinanthoideae
1117,Asteraceae_Gerbera_jamesonii,Asterales,Mutisioideae,Mutisioideae
1107,Asteraceae_Guizotia_abyssinica,Asterales,Asteroideae,Asteroideae
1110,Asteraceae_Gymnarrhena_micrantha,Asterales,Gymnarrhenoideae,Gymnarrhenoideae
1126,Asteraceae_Hecastocleis_shockleyi,Asterales,Hecastocleidoideae,Hecastocleidoideae
1108,Asteraceae_Helianthus_annuus,Asterales,Asteroideae,Asteroideae
1122,Asteraceae_Hyalis_argentea,Asterales,Wunderlichioideae,Wunderlichioideae
1121,Asteraceae_Hyaloseris_spp,Asterales,Stifftioideae,Stifftioideae
1112,Asteraceae_Lactuca_sativa,Asterales,Cichorioideae,Cichorioideae
1125,Asteraceae_Nassauvia_spp,Asterales,Mutisioideae,Mutisioideae
1104,Asteraceae_Oldenburgia_grandis,Asterales,Carduoideae,Carduoideae
1127,Asteraceae_Onoseris_spp,Asterales,Mutisioideae,Mutisioideae
1116,Asteraceae_Pertya_scandens,Asterales,Pertyoideae,Pertyoideae
1111,Asteraceae_Sinclairia_palmeri,Asterales,Cichorioideae,Cichorioideae
1120,Asteraceae_Stifftia_spp,Asterales,Stifftioideae,Stifftioideae
1109,Asteraceae_Tagetes_spp,Asterales,Asteroideae,Asteroideae
1114,Asteraceae_Tragopogon_spp,Asterales,Cichorioideae,Cichorioideae
1124,Asteraceae_Wunderlichia_spp,Asterales,Wunderlichioideae,Wunderlichioideae
1605,Asteropeiaceae_Asteropeia_micraster,Caryophyllales,NA,
375,Atherospermataceae_Atherosperma_moschatum,Laurales,NA,
376,Atherospermataceae_Daphnandra_spp,Laurales,NA,
374,Atherospermataceae_Doryphora_spp,Laurales,NA,
377,Atherospermataceae_Laurelia_spp,Laurales,NA,
1836,Austrobaileyaceae_Austrobaileya_scandens,Austrobaileyales,NA,
828,Balanopaceae_Balanops_australiana,Malpighiales,NA,
827,Balanopaceae_Balanops_pachyphylla,Malpighiales,NA,
826,Balanopaceae_Balanops_pancheri,Malpighiales,NA,
829,Balanopaceae_Balanops_vieillardi,Malpighiales,NA,
1761,Balanophoraceae_Balanophora_fungosa,Santalales,NA,
1760,Balanophoraceae_Balanophora_laxiflora,Santalales,NA,
1762,Balanophoraceae_Helosis_cayennensis,Santalales,NA,
1759,Balanophoraceae_Thonningia_sanguinea,Santalales,NA,
1467,Balsaminaceae_Impatiens_spp,Ericales,NA,
1643,Barbeuiaceae_Barbeuia_madagascariensis,Caryophyllales,NA,
1031,Barbeyaceae_Barbeya_oleoides,Rosales,NA,
1658,Basellaceae_Anredera_spp,Caryophyllales,NA,
1657,Basellaceae_Basella_alba,Caryophyllales,NA,
1659,Basellaceae_Ullucus_tuberosus,Caryophyllales,NA,
594,Bataceae_Batis_maritima,Brassicales,NA,
972,Begoniaceae_Begonia_spp,Cucurbitales,NA,
973,Begoniaceae_Hillebrandia_sandwicensis,Cucurbitales,NA,
1818,Berberidaceae_Caulophyllum_spp,Ranunculales,Nandinoideae,Nandinoideae
1820,Berberidaceae_Mahonia_spp,Ranunculales,Berberidoideae,Berberidoideae
1819,Berberidaceae_Nandina_domestica,Ranunculales,Nandinoideae,Nandinoideae
1817,Berberidaceae_Podophyllum_peltatum,Ranunculales,Podophylloideae,Podophylloideae
1038,Berberidopsidaceae_Berberidopsis_beckleri,Berberidopsidales,NA,
1039,Berberidopsidaceae_Berberidopsis_corallina,Berberidopsidales,NA,
1040,Berberidopsidaceae_Streptothamnus_moorei,Berberidopsidales,NA,
991,Betulaceae_Alnus_spp,Fagales,Betuloideae,
993,Betulaceae_Betula_spp,Fagales,Betuloideae,
992,Betulaceae_Ostrya_spp,Fagales,Coryloideae,
685,Biebersteiniaceae_Biebersteinia_heterostemon,Sapindales,NA,
686,Biebersteiniaceae_Biebersteinia_odora,Sapindales,NA,
687,Biebersteiniaceae_Biebersteinia_orphanidis,Sapindales,NA,
1367,Bignoniaceae_Campsis_radicans,Lamiales,Catalpeae,
1366,Bignoniaceae_Catalpa_spp,Lamiales,Catalpeae,
1368,Bignoniaceae_Jacaranda_spp,Lamiales,Jacarandeae,
662,Bixaceae_Bixa_orellana,Malvales,NA,
663,Bixaceae_Cochlospermum_spp,Malvales,NA,
661,Bixaceae_Diegodendron_humberti,Malvales,NA,
288,Blandfordiaceae_Blandfordia_cunninghamii,Asparagales,NA,
291,Blandfordiaceae_Blandfordia_grandiflora,Asparagales,NA,
290,Blandfordiaceae_Blandfordia_nobilis,Asparagales,NA,
289,Blandfordiaceae_Blandfordia_punicea,Asparagales,NA,
864,Bonnetiaceae_Archytaea_spp,Malpighiales,NA,
866,Bonnetiaceae_Bonnetia_spp,Malpighiales,NA,
865,Bonnetiaceae_Ploiarium_alternifolium,Malpighiales,NA,
1260,Boraginaceae_Borago_officinalis,Boraginales,NA,
1261,Boraginaceae_Echiochilon_spp,Boraginales,NA,
298,Boryaceae_Alania_cunninghamii,Asparagales,NA,
299,Boryaceae_Borya_septentrionalis,Asparagales,NA,
578,Brassicaceae_Aethionema_grandiflorum,Brassicales,Aethionemeae,Aethionemeae
579,Brassicaceae_Aethionema_saxatile,Brassicales,Aethionemeae,Aethionemeae
588,Brassicaceae_Allysum_spp,Brassicales,CORE BRASSICACEAE,Allyseae
589,Brassicaceae_Arabidopsis_thaliana,Brassicales,CORE BRASSICACEAE,Brassicaea
582,Brassicaceae_Aurinia_saxatilis,Brassicales,CORE BRASSICACEAE,Brassicaea
583,Brassicaceae_Berteroa_incana,Brassicales,CORE BRASSICACEAE,Allyseae
580,Brassicaceae_Biscutella_spp,Brassicales,CORE BRASSICACEAE,Brassicaea
584,Brassicaceae_Brassica_spp,Brassicales,CORE BRASSICACEAE,Brassicaea
590,Brassicaceae_Chorispora_tenella,Brassicales,CORE BRASSICACEAE,Chorisporeae
591,Brassicaceae_Hesperis_matronalis,Brassicales,CORE BRASSICACEAE,Chorisporeae
587,Brassicaceae_Iberis_spp,Brassicales,CORE BRASSICACEAE,Brassicaea
586,Brassicaceae_Lobularia_maritima,Brassicales,CORE BRASSICACEAE,Brassicaea
581,Brassicaceae_Lunaria_annua,Brassicales,CORE BRASSICACEAE,Brassicaea
585,Brassicaceae_Raphanus_sativus,Brassicales,CORE BRASSICACEAE,Brassicaea
185,Bromeliaceae_Alcantarea_spp,Poales,Tillandsioideae,Tillandsioideae
194,Bromeliaceae_Anana_comosus,Poales,Bromelioideae,Bromelioideae
177,Bromeliaceae_Brocchinia_acuminata,Poales,Brocchinioideae,Brocchinioideae
176,Bromeliaceae_Brocchinia_micrantha,Poales,Brocchinioideae,Brocchinioideae
180,Bromeliaceae_Brocchinia_prismatica,Poales,Brocchinioideae,Brocchinioideae
178,Bromeliaceae_Brocchinia_reducta,Poales,Brocchinioideae,Brocchinioideae
198,Bromeliaceae_Brocchinia_serrata,Poales,Navioideae,Navioideae
179,Bromeliaceae_Brocchinia_tatei,Poales,Brocchinioideae,Brocchinioideae
193,Bromeliaceae_Bromelia_flemingii,Poales,Bromelioideae,Bromelioideae
181,Bromeliaceae_Conellia_spp,Poales,Lindmanioideae,Lindmanioideae
196,Bromeliaceae_Cottendorfia_florida,Poales,Navioideae,Navioideae
